transaction_id,amount,hour_of_day,merchant_category,channel,distance_from_home_km,account_age_days,num_transactions_last_24h,avg_transaction_amount_30d,amount_to_avg_ratio,is_foreign_transaction,card_present,is_new_device,cvv_match,failed_pin_attempts_24h,is_fraud
TXN000283,120.8,15,electronics,online,0.0,3614,2,54.64,2.21,0,1,0,1,0,0
TXN000284,158.15,18,electronics,atm,20.57,3343,3,99.87,1.58,0,1,0,1,0,0
TXN000285,0.0,10,grocery,mobile_app,0.0,3102,4,55.67,0.0,0,0,0,1,0,0
TXN000286,86.01,14,electronics,mobile_app,0.0,3095,2,134.23,0.64,0,0,0,1,0,0
TXN000287,82.87,13,grocery,in_store,0.0,732,0,118.99,0.7,0,0,0,1,0,0
TXN000288,102.51,20,travel,in_store,5.89,1820,0,110.35,0.93,0,1,0,1,0,0
TXN000289,0.0,12,grocery,in_store,26.15,3085,0,199.7,0.0,0,1,0,1,0,0
TXN000290,167.03,8,entertainment,mobile_app,9.75,1969,2,61.67,2.71,0,1,0,1,0,0
TXN000291,81.23,17,grocery,online,64.68,1674,2,59.85,1.36,0,0,0,1,0,1
TXN000292,91.09,9,fuel,mobile_app,0.0,2505,1,6.04,15.08,0,1,0,1,0,0
TXN000293,139.39,10,online_retail,mobile_app,0.0,2981,2,44.83,3.11,1,1,0,1,0,0
TXN000294,0.0,4,restaurant,online,84.77,1248,2,90.62,0.0,0,1,0,1,0,0
TXN000295,97.68,9,online_retail,atm,0.0,2312,1,71.25,1.37,1,1,0,1,0,0
TXN000296,154.31,14,grocery,in_store,0.0,873,0,167.71,0.92,0,1,1,1,0,0
TXN000297,76.99,18,grocery,online,0.0,0,0,118.68,0.65,0,1,0,1,0,0
TXN000298,115.26,22,utilities,mobile_app,12.04,1204,2,138.62,0.83,0,1,0,1,0,0
TXN000299,880.73,23,travel,online,203.26,0,6,205.45,4.29,1,1,1,1,0,1
TXN000300,124.3,1,online_retail,online,50.39,1488,3,27.23,4.56,0,1,0,1,0,0
TXN000301,387.02,10,online_retail,in_store,43.7,1695,0,38.93,9.94,0,1,0,1,0,0
TXN000302,86.9,19,grocery,in_store,0.0,266,3,175.46,0.5,0,0,0,1,1,0
TXN000303,50.93,4,restaurant,online,0.0,472,0,40.93,1.24,0,0,0,1,0,0
TXN000304,126.21,16,online_retail,mobile_app,17.99,3412,3,11.94,10.57,0,1,0,1,0,0
TXN000305,116.81,16,fuel,in_store,58.7,0,1,55.87,2.09,0,1,0,1,0,0
TXN000306,58.57,1,fuel,online,107.83,27,1,43.1,1.36,0,1,1,1,0,0
TXN000307,30.16,15,grocery,mobile_app,34.9,0,0,68.57,0.44,0,0,0,1,0,0
TXN000308,0.0,23,restaurant,online,0.0,843,1,46.63,0.0,0,1,0,1,0,0
TXN000309,35.85,18,utilities,mobile_app,0.99,1809,4,61.18,0.59,0,0,0,1,0,0
TXN000310,43.3,10,online_retail,in_store,37.73,217,1,129.72,0.33,0,1,0,1,0,0
TXN000311,66.73,14,online_retail,in_store,0.0,263,0,129.6,0.51,0,1,0,1,0,0
TXN000312,28.44,21,electronics,online,34.61,2856,1,85.48,0.33,0,1,0,1,0,0
TXN000313,119.27,12,fuel,online,0.0,2568,0,142.09,0.84,0,1,0,1,0,0
TXN000314,227.47,8,utilities,mobile_app,42.34,850,2,84.56,2.69,0,0,0,1,0,0
TXN000315,155.76,9,electronics,mobile_app,0.0,3232,0,204.88,0.76,0,1,0,1,0,0
TXN000316,0.0,14,electronics,online,10.09,554,0,9.42,0.0,0,0,0,1,0,0
TXN000317,0.0,5,grocery,atm,64.64,2889,3,141.82,0.0,0,0,0,1,1,0
TXN000318,74.5,10,electronics,online,0.0,3211,2,210.78,0.35,0,1,0,1,0,0
TXN000319,72.37,16,restaurant,in_store,63.25,0,1,59.95,1.21,0,1,0,1,0,0
TXN000320,37.51,21,utilities,mobile_app,41.2,197,0,121.97,0.31,0,1,0,1,0,0
TXN000321,4.64,21,utilities,mobile_app,10.17,1224,0,149.77,0.03,0,1,0,1,0,0
TXN000322,11.36,17,restaurant,atm,0.0,1778,0,91.0,0.12,0,1,0,1,0,0
TXN000323,61.25,10,grocery,atm,66.28,2428,0,54.31,1.13,0,1,0,1,0,0
TXN000324,0.0,14,electronics,online,0.0,325,1,100.49,0.0,0,0,0,1,0,0
TXN000325,226.34,12,electronics,in_store,0.0,3058,2,114.56,1.98,0,1,0,1,0,0
TXN000326,175.18,1,grocery,mobile_app,0.0,3069,0,192.79,0.91,0,0,0,1,0,0
TXN000327,97.93,10,online_retail,online,10.35,175,4,72.76,1.35,0,1,0,1,0,0
TXN000328,39.14,9,fuel,online,0.0,1578,2,1.0,39.14,0,0,0,1,0,0
TXN000329,209.53,15,online_retail,online,17.93,819,2,70.87,2.96,0,1,0,1,0,0
TXN000330,105.96,14,grocery,in_store,0.0,3042,1,118.55,0.89,0,0,0,1,0,0
TXN000331,122.65,11,grocery,in_store,53.5,270,3,72.26,1.7,0,1,0,1,0,0
TXN000332,30.16,9,electronics,in_store,36.88,1149,0,107.89,0.28,0,1,0,1,1,0
TXN000333,161.38,9,grocery,online,80.05,1561,2,67.67,2.38,0,1,0,1,0,0
TXN000334,25.92,19,electronics,mobile_app,2.32,725,1,138.0,0.19,0,0,0,1,0,0
TXN000335,921.9,0,jewelry,online,79.4,3,9,316.7,2.91,1,0,1,0,1,1
TXN000336,168.76,15,electronics,mobile_app,0.0,3532,0,179.05,0.94,0,1,0,0,0,0
TXN000337,0.0,14,fuel,in_store,103.53,834,0,1.0,0.0,0,0,0,1,0,0
TXN000338,240.26,14,utilities,in_store,34.52,662,1,13.21,18.19,0,1,0,1,0,0
TXN000339,145.77,0,grocery,in_store,3.45,2617,1,22.8,6.39,0,0,1,1,0,0
TXN000340,0.0,10,online_retail,online,76.21,2552,0,93.76,0.0,0,1,0,1,1,0
TXN000341,38.83,13,grocery,mobile_app,60.44,2886,0,95.97,0.4,0,1,0,1,0,0
TXN000342,152.14,15,travel,mobile_app,0.0,2172,1,1.96,77.62,0,0,0,1,0,0
TXN000343,95.0,12,restaurant,online,0.0,1121,4,89.8,1.06,0,1,0,0,0,0
TXN000344,215.13,12,healthcare,mobile_app,4.8,1051,1,145.71,1.48,0,1,0,1,0,0
TXN000345,108.48,4,restaurant,atm,0.0,0,2,120.96,0.9,0,1,0,1,0,1
TXN000346,129.42,21,fuel,in_store,3.37,1534,2,86.65,1.49,0,1,0,0,0,0
TXN000347,168.09,12,travel,in_store,37.0,1708,0,3.94,42.66,0,0,1,1,0,0
TXN000348,212.53,19,fuel,mobile_app,0.0,2456,3,103.82,2.05,0,1,0,1,0,0
TXN000349,142.92,12,utilities,online,37.54,2107,3,54.42,2.63,0,1,0,1,0,1
TXN000350,80.52,20,grocery,atm,53.31,582,1,327.83,0.25,0,1,0,1,0,0
TXN000351,242.53,15,fuel,mobile_app,26.44,1442,0,88.2,2.75,0,1,0,1,0,0
TXN000352,4.65,10,entertainment,online,7.39,3193,1,86.04,0.05,0,1,0,1,0,0
TXN000353,107.62,19,travel,mobile_app,0.0,3470,0,17.16,6.27,0,1,0,1,0,0
TXN000354,232.97,16,restaurant,online,37.61,1990,1,161.09,1.45,0,0,0,1,0,0
TXN000355,117.38,10,fuel,in_store,0.0,2537,0,79.62,1.47,0,0,0,1,0,0
TXN000356,57.95,22,restaurant,online,23.24,1470,3,112.23,0.52,0,0,0,1,0,0
TXN000357,8.87,21,grocery,in_store,31.22,1890,2,72.57,0.12,0,1,0,1,0,0
TXN000358,117.71,20,travel,atm,68.03,1275,2,21.34,5.52,0,0,0,1,0,0
TXN000359,3.57,16,grocery,online,0.0,2652,0,32.77,0.11,0,1,0,1,0,0
TXN000360,180.48,2,electronics,online,0.0,1773,5,158.16,1.14,0,1,0,1,0,0
TXN000361,136.86,14,entertainment,online,0.0,1108,3,1.0,136.86,0,1,0,1,0,0
TXN000362,220.8,1,fuel,in_store,33.46,1174,1,112.03,1.97,0,1,0,1,0,0
TXN000363,77.96,9,grocery,online,0.0,4105,2,166.46,0.47,0,0,0,0,0,0
TXN000364,197.09,10,utilities,in_store,0.0,1164,0,61.26,3.22,1,1,0,1,0,0
TXN000365,146.58,0,grocery,atm,3.39,2120,0,119.01,1.23,0,1,0,1,0,0
TXN000366,385.9,1,electronics,mobile_app,268.74,565,9,122.52,3.15,0,1,1,1,1,1
TXN000367,327.67,16,fuel,in_store,0.0,3063,3,58.03,5.65,0,0,1,1,1,0
TXN000368,277.36,0,entertainment,mobile_app,0.0,3296,1,29.3,9.47,0,1,0,1,0,0
TXN000369,14.3,11,utilities,online,62.58,535,3,88.11,0.16,0,1,0,1,0,0
TXN000370,248.39,9,restaurant,in_store,4.62,0,1,89.25,2.78,0,0,1,1,0,0
TXN000371,189.46,10,restaurant,online,57.67,284,3,31.34,6.05,0,0,0,1,0,0
TXN000372,67.52,9,jewelry,mobile_app,0.0,664,0,139.76,0.48,1,1,0,1,0,0
TXN000373,45.08,0,entertainment,atm,4.75,2752,1,56.12,0.8,0,1,0,1,0,0
TXN000374,0.0,13,grocery,online,13.95,0,2,53.45,0.0,0,1,0,1,0,1
TXN000375,940.34,1,jewelry,mobile_app,1668.8,853,6,119.2,7.89,1,1,1,0,0,1
TXN000376,183.75,21,grocery,atm,114.53,1726,0,47.35,3.88,0,1,0,1,0,0
TXN000377,0.0,17,restaurant,mobile_app,55.44,1916,2,143.09,0.0,0,1,0,1,0,0
TXN000378,114.81,1,utilities,mobile_app,0.0,174,2,104.54,1.1,0,0,0,1,0,0
TXN000379,171.22,13,entertainment,in_store,0.0,1523,4,58.52,2.93,0,1,0,1,0,0
TXN000380,68.71,10,restaurant,online,37.24,1601,3,92.57,0.74,0,1,0,1,0,0
TXN000381,261.65,9,fuel,in_store,63.04,2873,4,36.28,7.21,0,1,0,1,0,0
TXN000382,178.64,11,travel,mobile_app,68.56,1921,0,145.61,1.23,0,1,0,1,0,0
TXN000383,55.45,5,grocery,atm,17.57,3238,2,45.71,1.21,0,1,0,1,0,0
TXN000384,89.63,13,online_retail,atm,42.9,1852,2,123.56,0.73,0,1,0,1,0,0
TXN000385,266.97,14,grocery,atm,43.27,3016,2,66.81,4.0,0,0,0,1,0,0
TXN000386,0.0,13,healthcare,in_store,21.93,411,0,208.11,0.0,0,1,0,1,0,0
TXN000387,152.49,12,grocery,online,19.83,3934,0,27.83,5.48,0,1,0,1,0,0
TXN000388,4.52,15,electronics,online,16.6,2668,2,106.93,0.04,0,1,1,1,0,0
TXN000389,75.52,23,grocery,in_store,0.0,1500,0,86.7,0.87,0,1,0,1,0,0
TXN000390,396.49,12,electronics,in_store,0.0,3909,2,92.91,4.27,0,1,0,1,0,0
TXN000391,213.24,15,electronics,mobile_app,1.16,3383,1,53.69,3.97,0,1,0,1,0,0
TXN000392,313.92,4,jewelry,online,245.61,1286,3,202.24,1.55,1,0,0,1,0,1
TXN000393,174.83,9,online_retail,atm,7.46,2251,2,161.92,1.08,0,0,0,1,0,0
TXN000394,0.0,14,online_retail,online,3.02,2339,1,17.91,0.0,0,1,0,1,0,0
TXN000395,21.05,23,grocery,atm,52.09,2799,0,206.48,0.1,0,1,0,1,0,0
TXN000396,646.41,22,jewelry,mobile_app,514.55,311,5,372.65,1.73,1,0,1,1,1,1
TXN000397,7.65,17,grocery,online,71.24,1014,0,121.53,0.06,0,1,1,1,1,0
TXN000398,231.77,8,healthcare,mobile_app,77.87,3293,3,29.57,7.84,0,1,0,1,0,0
TXN000399,197.6,20,electronics,in_store,0.0,485,1,241.19,0.82,0,1,0,1,0,1
TXN000400,74.67,12,online_retail,atm,0.0,3745,3,104.53,0.71,0,1,0,1,0,0
TXN000401,839.76,4,electronics,atm,611.99,529,7,88.86,9.45,1,0,1,1,0,1
TXN000402,118.22,19,electronics,online,62.37,721,0,51.47,2.3,0,0,1,1,0,0
TXN000403,225.34,2,grocery,in_store,70.19,2051,4,110.76,2.03,0,0,0,1,0,0
TXN000404,209.97,16,online_retail,online,22.96,525,1,53.89,3.9,0,1,0,1,0,0
TXN000405,143.76,14,travel,in_store,0.0,1994,2,93.35,1.54,0,0,0,0,0,0
TXN000406,0.0,4,utilities,in_store,30.92,2334,0,7.44,0.0,0,0,0,1,0,0
TXN000407,38.59,9,online_retail,mobile_app,30.44,483,2,50.57,0.76,0,1,0,1,0,0
TXN000408,142.2,19,utilities,mobile_app,64.57,1817,1,131.92,1.08,0,0,0,1,0,0
TXN000409,403.17,0,jewelry,online,159.46,0,9,148.28,2.72,0,0,1,1,2,1
TXN000410,124.99,8,grocery,online,41.17,2647,2,132.86,0.94,0,0,0,1,0,0
TXN000411,33.11,12,entertainment,in_store,13.86,1624,0,341.05,0.1,0,0,0,1,0,0
TXN000412,169.61,22,travel,online,0.0,1197,2,124.16,1.37,0,1,0,1,0,0
TXN000413,167.43,13,restaurant,in_store,24.1,3094,3,191.86,0.87,0,0,0,1,0,1
TXN000414,94.66,21,fuel,in_store,0.0,2139,2,11.18,8.47,0,1,0,1,0,0
TXN000415,401.74,9,electronics,in_store,67.45,3986,3,52.97,7.58,0,1,0,1,0,0
TXN000416,73.47,8,online_retail,online,0.0,965,2,123.39,0.6,0,1,0,1,0,0
TXN000417,29.32,4,restaurant,online,33.74,4287,2,80.0,0.37,1,1,0,0,0,0
TXN000418,141.09,18,electronics,atm,19.8,3104,3,90.14,1.57,0,1,1,1,0,1
TXN000419,280.48,12,restaurant,mobile_app,6.54,553,1,1.0,280.48,0,0,0,1,0,0
TXN000420,123.03,17,restaurant,in_store,0.0,1685,4,166.74,0.74,0,1,1,1,0,0
TXN000421,1145.38,23,online_retail,in_store,187.64,1070,7,194.66,5.88,1,0,0,1,1,1
TXN000422,153.7,2,jewelry,mobile_app,0.0,2117,0,233.61,0.66,0,1,0,0,0,0
TXN000423,18.57,19,fuel,in_store,0.0,820,1,220.98,0.08,0,1,0,1,0,0
TXN000424,125.79,15,restaurant,mobile_app,84.42,2192,1,112.76,1.12,0,1,1,1,0,0
TXN000425,70.96,21,restaurant,in_store,0.0,3915,2,182.13,0.39,0,1,0,1,0,0
TXN000426,0.0,12,restaurant,online,31.74,3766,1,60.01,0.0,1,1,0,1,0,0
TXN000427,179.99,20,fuel,in_store,0.0,479,1,169.07,1.06,0,0,0,1,0,0
TXN000428,119.12,16,online_retail,online,27.35,2409,3,30.0,3.97,0,1,0,1,0,0
TXN000429,139.83,11,electronics,mobile_app,0.0,1404,0,72.47,1.93,0,1,0,1,0,0
TXN000430,0.0,18,fuel,mobile_app,99.03,2722,2,124.33,0.0,0,1,0,1,0,0
TXN000431,21.13,17,utilities,online,10.52,249,2,150.83,0.14,0,1,0,1,0,0
TXN000432,120.77,20,restaurant,online,0.0,1749,4,23.92,5.05,0,1,0,1,0,0
TXN000433,64.52,10,online_retail,online,0.0,2978,2,28.31,2.28,0,1,0,1,0,0
TXN000434,136.14,13,restaurant,atm,0.0,2030,0,40.48,3.36,0,1,0,1,0,0
TXN000435,97.25,19,restaurant,online,0.0,1120,4,96.85,1.0,0,0,0,1,0,0
TXN000436,963.06,23,online_retail,mobile_app,232.02,915,7,35.73,26.95,1,0,1,0,1,1
TXN000437,45.72,12,restaurant,in_store,0.0,614,6,1.0,45.72,0,1,0,1,0,0
TXN000438,185.17,8,utilities,mobile_app,0.0,1769,2,16.24,11.4,1,1,0,1,0,0
TXN000439,78.45,20,fuel,in_store,0.0,3863,2,38.14,2.06,0,1,0,1,0,0
TXN000440,185.83,12,grocery,online,42.52,909,1,129.48,1.44,0,0,0,1,0,0
TXN000441,83.97,20,restaurant,in_store,73.54,1325,2,118.83,0.71,0,1,0,1,0,0
TXN000442,176.38,11,fuel,mobile_app,0.0,1397,1,42.74,4.13,0,1,0,1,0,0
TXN000443,104.8,19,grocery,in_store,8.73,1325,5,66.51,1.58,0,0,0,1,0,0
TXN000444,297.03,17,electronics,in_store,0.0,2429,3,22.51,13.2,0,1,0,1,0,0
TXN000445,0.0,15,fuel,online,21.51,1846,3,33.06,0.0,0,0,0,1,0,0
TXN000446,176.24,17,online_retail,in_store,33.68,1208,2,27.14,6.49,0,0,0,1,0,0
TXN000447,348.52,15,electronics,in_store,0.0,2403,1,74.18,4.7,0,0,0,1,0,0
TXN000448,134.94,14,electronics,mobile_app,21.46,1042,1,86.37,1.56,0,0,1,1,0,0
TXN000449,88.62,10,entertainment,online,19.53,2412,2,73.78,1.2,0,1,0,1,0,0
TXN000450,244.25,7,travel,in_store,0.0,1132,2,76.04,3.21,0,0,0,1,0,0
TXN000451,63.48,13,online_retail,online,55.39,3073,2,14.51,4.37,0,0,1,1,0,1
TXN000452,217.14,17,fuel,mobile_app,22.5,3897,4,44.37,4.89,0,1,0,1,0,0
TXN000453,0.0,15,restaurant,online,76.74,1332,1,9.12,0.0,0,0,0,1,0,0
TXN000454,0.0,19,online_retail,online,26.33,3449,1,187.31,0.0,1,1,0,1,0,0
TXN000455,0.0,13,utilities,atm,90.28,3888,1,86.09,0.0,0,1,0,1,0,0
TXN000456,122.35,14,online_retail,online,66.71,3884,2,264.09,0.46,0,1,0,1,0,0
TXN000457,222.93,13,fuel,online,15.26,2667,2,42.98,5.19,0,1,0,1,0,0
TXN000458,220.49,8,grocery,in_store,0.0,2910,1,141.76,1.56,0,0,0,1,0,0
TXN000459,82.59,11,travel,atm,0.0,1325,0,78.09,1.06,0,1,0,1,0,0
TXN000460,178.61,20,utilities,atm,41.46,385,2,150.04,1.19,0,1,0,1,0,0
TXN000461,120.47,20,electronics,in_store,14.97,3546,1,121.95,0.99,0,0,1,1,0,0
TXN000462,48.98,6,grocery,online,0.0,2998,2,61.59,0.8,0,0,0,1,0,0
TXN000463,268.28,10,grocery,online,45.41,1355,2,90.57,2.96,0,1,0,1,0,0
TXN000464,6.79,10,fuel,mobile_app,32.2,2030,2,87.94,0.08,0,1,0,1,1,0
TXN000465,392.48,15,grocery,mobile_app,38.47,1197,0,94.13,4.17,0,0,0,1,0,0
TXN000466,73.74,14,fuel,online,0.0,496,3,13.37,5.52,0,1,0,1,0,0
TXN000467,151.27,14,online_retail,online,49.6,3913,0,93.21,1.62,0,0,0,1,0,0
TXN000468,126.99,19,entertainment,online,39.46,677,2,84.36,1.51,0,1,0,1,0,0
TXN000469,118.01,1,fuel,online,58.49,2926,4,7.79,15.15,0,1,0,1,0,0
TXN000470,58.78,11,online_retail,in_store,51.04,1793,0,201.56,0.29,0,1,1,1,0,0
TXN000471,140.71,10,electronics,mobile_app,1.38,76,0,123.96,1.14,1,0,1,1,0,0
TXN000472,159.78,7,grocery,mobile_app,0.0,2684,1,4.96,32.21,0,0,0,1,0,0
TXN000473,54.47,12,grocery,in_store,96.64,2422,0,134.84,0.4,0,1,0,1,0,0
TXN000474,67.14,21,online_retail,online,0.0,881,2,220.12,0.31,1,1,0,1,0,0
TXN000475,0.0,15,utilities,mobile_app,38.2,2855,2,294.56,0.0,0,0,0,1,0,0
TXN000476,248.29,21,grocery,online,0.0,2669,1,65.2,3.81,0,1,0,1,0,0
TXN000477,185.45,17,restaurant,in_store,0.0,1136,0,59.6,3.11,0,1,0,1,0,0
TXN000478,48.59,1,online_retail,in_store,0.0,632,3,163.07,0.3,0,0,0,1,0,0
TXN000479,162.18,14,restaurant,atm,25.49,3780,0,104.64,1.55,0,1,0,1,0,1
TXN000480,15.36,16,electronics,online,43.43,1967,0,1.0,15.36,0,0,0,1,0,0
TXN000481,109.2,19,utilities,mobile_app,21.53,1015,0,24.83,4.4,0,0,0,1,0,0
TXN000482,340.79,22,grocery,online,59.92,2952,1,64.22,5.31,0,0,0,1,0,0
TXN000483,453.98,20,electronics,mobile_app,287.15,394,12,128.72,3.53,0,0,1,0,1,1
TXN000484,0.0,18,online_retail,in_store,0.0,3022,4,272.74,0.0,0,1,0,1,0,1
TXN000485,219.45,16,restaurant,in_store,41.85,2925,2,132.23,1.66,0,1,0,1,0,0
TXN000486,978.71,18,online_retail,atm,528.43,417,11,61.33,15.96,1,0,1,1,0,1
TXN000487,546.99,19,electronics,online,568.48,658,6,213.4,2.56,1,1,1,1,2,1
TXN000488,189.08,16,grocery,online,31.81,0,1,181.07,1.04,0,0,0,1,0,0
TXN000489,116.37,19,fuel,in_store,13.88,2129,0,144.11,0.81,0,1,0,1,0,0
TXN000490,49.99,16,online_retail,online,0.0,543,1,75.46,0.66,0,1,0,1,0,0
TXN000491,216.63,19,grocery,online,0.0,1120,1,306.2,0.71,0,1,0,1,0,1
TXN000492,194.64,14,utilities,in_store,88.35,1274,1,171.71,1.13,0,1,1,1,0,0
TXN000493,105.87,19,fuel,in_store,78.02,1276,2,45.98,2.3,0,1,0,1,1,0
TXN000494,64.36,17,fuel,in_store,9.95,2751,3,44.91,1.43,0,1,0,1,0,0
TXN000495,368.32,19,fuel,online,5.31,933,3,42.94,8.58,0,0,0,1,0,0
TXN000496,223.36,19,fuel,in_store,0.0,1147,4,136.44,1.64,0,0,0,1,0,0
TXN000497,196.16,20,online_retail,online,92.55,973,0,179.32,1.09,0,1,0,1,0,0
TXN000498,156.32,20,restaurant,atm,51.82,3144,1,47.16,3.31,0,0,0,0,0,0
TXN000499,50.8,14,fuel,in_store,38.56,935,1,144.64,0.35,0,1,0,1,0,0
TXN000500,221.88,17,online_retail,online,0.0,1860,2,93.24,2.38,0,1,0,1,0,0
TXN000501,3.86,13,entertainment,online,41.09,2767,2,86.65,0.04,0,1,0,1,0,0
TXN000502,30.72,12,utilities,in_store,0.73,1861,2,52.75,0.58,0,1,0,1,0,1
TXN000503,56.16,14,electronics,mobile_app,34.63,141,3,113.62,0.49,0,0,0,1,0,0
TXN000504,55.9,8,electronics,in_store,14.33,781,1,103.03,0.54,0,1,0,1,0,0
TXN000505,207.52,18,utilities,in_store,3.84,3111,0,20.15,10.3,0,1,0,1,0,0
TXN000506,226.55,21,online_retail,mobile_app,51.65,2289,0,73.89,3.07,0,1,0,1,0,0
TXN000507,352.57,15,electronics,in_store,0.0,1905,1,66.63,5.29,0,0,0,1,0,0
TXN000508,102.41,8,healthcare,mobile_app,0.0,1442,2,90.08,1.14,0,1,0,1,0,0
TXN000509,177.86,20,entertainment,in_store,11.37,3960,4,1.0,177.86,0,0,0,1,0,1
TXN000510,201.13,17,grocery,online,60.46,2444,0,51.58,3.9,0,1,0,1,0,0
TXN000511,0.0,19,restaurant,mobile_app,40.43,2696,2,134.02,0.0,0,0,0,1,0,1
TXN000512,244.17,17,restaurant,in_store,58.03,2172,0,63.66,3.84,0,1,0,1,0,0
TXN000513,0.0,12,restaurant,mobile_app,10.77,1532,2,70.86,0.0,0,1,0,1,0,0
TXN000514,1015.52,0,travel,in_store,403.12,0,12,333.69,3.04,1,0,1,0,0,1
TXN000515,179.01,13,electronics,online,0.0,1369,4,16.24,11.02,1,0,0,1,0,0
TXN000516,61.11,10,grocery,online,94.33,2835,2,31.97,1.91,0,1,0,1,0,0
TXN000517,102.54,14,restaurant,online,109.3,426,1,24.26,4.23,0,1,0,1,0,0
TXN000518,176.08,21,grocery,online,27.31,3469,0,7.51,23.45,0,0,0,1,0,0
TXN000519,6.92,11,fuel,in_store,44.78,3543,0,38.17,0.18,0,1,0,1,0,0
TXN000520,1314.35,3,electronics,atm,669.03,0,8,90.17,14.58,0,0,0,1,1,1
TXN000521,110.44,10,electronics,in_store,0.0,1540,2,127.31,0.87,0,1,0,1,0,0
TXN000522,79.09,11,online_retail,online,0.0,1114,0,200.69,0.39,0,1,0,1,0,0
TXN000523,66.27,8,utilities,in_store,10.45,3139,4,87.51,0.76,0,0,0,1,0,0
TXN000524,2.18,19,travel,atm,29.46,1083,2,262.39,0.01,0,1,1,1,0,0
TXN000525,236.86,18,electronics,mobile_app,23.0,2934,1,68.31,3.47,0,1,1,1,0,0
TXN000526,56.43,10,online_retail,online,110.27,3234,3,44.33,1.27,0,1,0,1,1,0
TXN000527,177.86,16,restaurant,online,20.49,3054,1,80.95,2.2,0,0,0,0,0,0
TXN000528,69.5,15,restaurant,online,0.0,3265,1,1.0,69.5,0,1,0,1,0,0
TXN000529,85.17,3,restaurant,online,79.17,360,2,78.05,1.09,0,1,0,1,0,0
TXN000530,68.59,17,healthcare,mobile_app,9.79,278,0,219.61,0.31,0,1,0,1,0,0
TXN000531,0.0,19,grocery,online,0.0,3483,1,74.81,0.0,0,1,1,1,0,0
TXN000532,187.47,17,fuel,online,19.71,2969,2,72.81,2.57,0,0,0,1,0,0
TXN000533,0.0,9,fuel,mobile_app,36.98,1232,2,185.59,0.0,0,1,0,1,0,0
TXN000534,129.92,12,utilities,online,0.0,3157,2,102.43,1.27,0,0,1,1,0,0
TXN000535,199.16,1,restaurant,in_store,0.0,1252,1,39.56,5.03,0,0,0,1,0,0
TXN000536,347.51,15,grocery,atm,0.0,2064,3,99.56,3.49,0,1,0,1,0,0
TXN000537,113.89,15,online_retail,in_store,54.05,373,2,109.38,1.04,1,1,0,1,0,0
TXN000538,114.32,8,utilities,mobile_app,55.06,3023,3,57.88,1.98,0,1,0,1,0,0
TXN000539,52.65,13,grocery,mobile_app,0.0,1520,4,55.21,0.95,0,1,0,1,0,0
TXN000540,0.0,4,jewelry,in_store,51.54,487,1,98.44,0.0,0,1,0,1,0,0
TXN000541,98.92,17,grocery,mobile_app,57.99,3260,3,15.08,6.56,0,0,0,1,0,0
TXN000542,119.23,10,restaurant,online,0.0,1679,2,67.11,1.78,0,0,0,1,0,0
TXN000543,85.26,17,travel,online,0.0,0,2,84.57,1.01,0,1,0,1,0,0
TXN000544,100.99,21,restaurant,in_store,0.0,686,2,118.59,0.85,0,0,0,1,0,0
TXN000545,20.02,9,online_retail,in_store,11.41,2386,0,122.97,0.16,0,1,0,1,0,0
TXN000546,8.81,19,restaurant,online,68.27,3271,1,113.76,0.08,0,1,0,1,1,0
TXN000547,144.35,15,grocery,in_store,20.32,1303,0,74.79,1.93,0,1,0,1,0,0
TXN000548,146.7,12,grocery,in_store,0.0,3564,2,82.05,1.79,0,0,0,1,0,0
TXN000549,91.19,9,entertainment,online,12.98,1954,2,65.12,1.4,0,0,0,1,0,0
TXN000550,17.92,8,online_retail,atm,0.0,2163,2,115.24,0.16,0,0,1,1,0,0
TXN000551,148.45,10,entertainment,online,23.34,2079,1,115.03,1.29,0,0,0,1,0,0
TXN000552,0.0,21,electronics,mobile_app,0.0,3019,2,94.37,0.0,0,0,0,1,0,0
TXN000553,22.31,12,online_retail,mobile_app,0.0,1525,3,1.0,22.31,0,0,0,1,0,0
TXN000554,829.68,22,jewelry,mobile_app,806.76,272,12,100.41,8.26,1,1,0,1,1,1
TXN000555,175.86,10,electronics,in_store,84.31,3170,2,101.62,1.73,0,0,0,1,0,0
TXN000556,0.0,17,online_retail,in_store,97.72,3343,1,74.38,0.0,0,1,0,1,0,0
TXN000557,277.07,6,electronics,atm,0.0,3328,0,111.71,2.48,0,0,0,1,0,0
TXN000558,73.24,20,restaurant,atm,0.0,2265,1,58.1,1.26,0,1,0,1,0,0
TXN000559,45.2,3,electronics,online,526.49,0,8,97.94,0.46,1,0,1,0,0,1
TXN000560,55.97,12,entertainment,atm,56.92,1999,2,11.11,5.04,0,0,0,1,0,0
TXN000561,52.32,15,restaurant,in_store,0.0,1721,0,29.06,1.8,0,0,0,1,0,0
TXN000562,29.6,15,grocery,mobile_app,16.23,3499,0,121.65,0.24,0,1,0,1,1,0
TXN000563,45.93,12,travel,atm,5.05,3277,1,67.47,0.68,0,1,0,1,0,0
TXN000564,113.88,6,fuel,in_store,0.0,1177,1,109.83,1.04,0,0,0,1,0,0
TXN000565,270.41,14,travel,online,0.0,1305,0,120.07,2.25,0,1,0,1,0,0
TXN000566,70.84,8,grocery,online,0.0,1543,2,32.01,2.21,0,0,0,1,0,0
