order_id,order_date,customer_id,customer_segment,region,sales_channel,product_category,product_name,quantity,currency,unit_price,discount_pct,gross_sales,discount_amount,net_sales,unit_cost,cost_of_goods_sold,shipping_cost,gross_profit,contribution_profit,contribution_margin_pct,delivery_days,customer_satisfaction_1_to_5
ORD-00164,2025-03-06,CUS-0179,Small Business,West,Retail,Technology,Laptop,9,USD,899,0,8091,0,8091,610,5490,0,2601,2601,32.15,0,5
ORD-00165,2025-03-06,CUS-0004,Corporate,North,Retail,Office Supplies,Paper Pack,7,USD,12,5,84,4.2,79.8,5,35,0,44.8,44.8,56.14,0,5
ORD-00166,2025-03-06,CUS-0125,Small Business,East,Direct Sales,Office Supplies,Paper Pack,7,USD,12,5,84,4.2,79.8,5,35,19.14,44.8,25.66,32.16,9,3
ORD-00167,2025-03-07,CUS-0019,Corporate,North,Retail,Office Supplies,Notebook Set,9,USD,18,20,162,32.4,129.6,7,63,0,66.6,66.6,51.39,0,5
ORD-00168,2025-03-07,CUS-0047,Consumer,North,Direct Sales,Office Supplies,Paper Pack,4,USD,12,10,48,4.8,43.2,5,20,15.28,23.2,7.92,18.33,7,3
ORD-00169,2025-03-07,CUS-0126,Corporate,East,Retail,Office Supplies,Printer Ink,11,USD,49,15,539,80.85,458.15,24,264,0,194.15,194.15,42.38,0,5
ORD-00170,2025-03-07,CUS-0022,Corporate,East,Direct Sales,Furniture,Office Chair,11,USD,195,20,2145,429,1716,105,1155,24.92,561,536.08,31.24,3,4
ORD-00171,2025-03-07,CUS-0159,Corporate,East,Online,Technology,Laptop,25,USD,899,0,22475,0,22475,610,15250,36.31,7225,7188.69,31.99,1,5
ORD-00172,2025-03-08,CUS-0132,Small Business,South,Retail,Accessories,Backpack,1,USD,59,15,59,8.85,50.15,25,25,0,25.15,25.15,50.15,0,5
ORD-00173,2025-03-08,CUS-0016,Small Business,North,Retail,Office Supplies,Printer Ink,2,USD,49,0,98,0,98,24,48,0,50,50,51.02,0,4
ORD-00174,2025-03-08,CUS-0168,Corporate,South,Online,Technology,Keyboard,20,USD,65,15,1300,195,1105,28,560,35.14,545,509.86,46.14,3,5
ORD-00175,2025-03-09,CUS-0150,Corporate,South,Retail,Accessories,Desk Lamp,17,USD,39,5,663,33.15,629.85,16,272,0,357.85,357.85,56.82,0,5
ORD-00176,2025-03-09,CUS-0196,Consumer,West,Direct Sales,Accessories,Desk Lamp,4,USD,39,0,156,0,156,16,64,16.17,92,75.83,48.61,3,5
ORD-00177,2025-03-09,CUS-0106,Consumer,North,Online,Office Supplies,Printer Ink,1,USD,49,5,49,2.45,46.55,24,24,5.58,22.55,16.97,36.46,2,5
ORD-00178,2025-03-10,CUS-0152,Corporate,North,Retail,Furniture,Desk,14,USD,350,0,4900,0,4900,210,2940,0,1960,1960,40,0,5
ORD-00179,2025-03-10,CUS-0098,Consumer,North,Online,Furniture,Office Chair,3,USD,195,10,585,58.5,526.5,105,315,16.1,211.5,195.4,37.11,8,3
ORD-00180,2025-03-10,CUS-0211,Corporate,East,Direct Sales,Office Supplies,Notebook Set,8,USD,18,10,144,14.4,129.6,7,56,18.87,73.6,54.73,42.23,4,4
ORD-00181,2025-03-10,CUS-0222,Corporate,North,Online,Office Supplies,Paper Pack,10,USD,12,0,120,0,120,5,50,23.47,70,46.53,38.78,7,5
ORD-00182,2025-03-10,CUS-0191,Small Business,North,Retail,Office Supplies,Notebook Set,7,USD,18,0,126,0,126,7,49,0,77,77,61.11,0,5
ORD-00183,2025-03-11,CUS-0022,Corporate,East,Direct Sales,Furniture,Office Chair,12,USD,195,5,2340,117,2223,105,1260,20.84,963,942.16,42.38,6,4
ORD-00184,2025-03-11,CUS-0151,Corporate,South,Online,Accessories,Backpack,25,USD,59,5,1475,73.75,1401.25,25,625,40.14,776.25,736.11,52.53,5,5
ORD-00185,2025-03-11,CUS-0161,Small Business,South,Direct Sales,Technology,Keyboard,10,USD,65,0,650,0,650,28,280,18.97,370,351.03,54,3,4
ORD-00186,2025-03-11,CUS-0132,Small Business,South,Online,Furniture,Office Chair,6,USD,195,20,1170,234,936,105,630,19.92,306,286.08,30.56,3,5
ORD-00187,2025-03-11,CUS-0178,Corporate,East,Retail,Accessories,Backpack,9,USD,59,20,531,106.2,424.8,25,225,0,199.8,199.8,47.03,0,5
ORD-00188,2025-03-12,CUS-0016,Small Business,North,Online,Office Supplies,Printer Ink,2,USD,49,20,98,19.6,78.4,24,48,11.09,30.4,19.31,24.63,3,5
ORD-00189,2025-03-12,CUS-0188,Small Business,West,Retail,Office Supplies,Paper Pack,8,USD,12,0,96,0,96,5,40,0,56,56,58.33,0,5
ORD-00190,2025-03-12,CUS-0085,Small Business,East,Direct Sales,Office Supplies,Notebook Set,6,USD,18,0,108,0,108,7,42,12.74,66,53.26,49.31,9,3
ORD-00191,2025-03-13,CUS-0246,Small Business,North,Retail,Furniture,Office Chair,7,USD,195,5,1365,68.25,1296.75,105,735,0,561.75,561.75,43.32,0,5
ORD-00192,2025-03-13,CUS-0214,Consumer,East,Retail,Accessories,Backpack,1,USD,59,5,59,2.95,56.05,25,25,0,31.05,31.05,55.4,0,5
ORD-00193,2025-03-13,CUS-0135,Small Business,East,Online,Office Supplies,Notebook Set,4,USD,18,15,72,10.8,61.2,7,28,17.25,33.2,15.95,26.06,6,5
ORD-00194,2025-03-13,CUS-0103,Consumer,North,Retail,Office Supplies,Printer Ink,5,USD,49,15,245,36.75,208.25,24,120,0,88.25,88.25,42.38,0,5
ORD-00195,2025-03-14,CUS-0054,Small Business,West,Online,Furniture,Desk,11,USD,350,10,3850,385,3465,210,2310,22.51,1155,1132.49,32.68,4,4
ORD-00196,2025-03-15,CUS-0191,Small Business,North,Online,Accessories,Backpack,6,USD,59,10,354,35.4,318.6,25,150,18.13,168.6,150.47,47.23,1,5
ORD-00197,2025-03-16,CUS-0117,Small Business,North,Online,Technology,Monitor,8,USD,249,5,1992,99.6,1892.4,155,1240,15.08,652.4,637.32,33.68,7,3
ORD-00198,2025-03-16,CUS-0162,Small Business,South,Retail,Furniture,Desk,6,USD,350,5,2100,105,1995,210,1260,0,735,735,36.84,0,4
ORD-00199,2025-03-16,CUS-0050,Small Business,West,Online,Technology,Monitor,3,USD,249,0,747,0,747,155,465,15.58,282,266.42,35.67,8,4
ORD-00200,2025-03-16,CUS-0130,Corporate,West,Online,Accessories,Desk Lamp,18,USD,39,15,702,105.3,596.7,16,288,34.09,308.7,274.61,46.02,3,4
ORD-00201,2025-03-17,CUS-0032,Corporate,East,Retail,Furniture,Office Chair,14,USD,195,0,2730,0,2730,105,1470,0,1260,1260,46.15,0,4
ORD-00202,2025-03-17,CUS-0212,Small Business,West,Online,Office Supplies,Notebook Set,8,USD,18,15,144,21.6,122.4,7,56,14.34,66.4,52.06,42.53,4,5
ORD-00203,2025-03-17,CUS-0071,Consumer,South,Retail,Accessories,Desk Lamp,3,USD,39,0,117,0,117,16,48,0,69,69,58.97,0,5
ORD-00204,2025-03-18,CUS-0244,Consumer,North,Direct Sales,Accessories,Backpack,1,USD,59,15,59,8.85,50.15,25,25,6.73,25.15,18.42,36.73,8,3
ORD-00205,2025-03-19,CUS-0153,Consumer,West,Retail,Accessories,Backpack,1,USD,59,5,59,2.95,56.05,25,25,0,31.05,31.05,55.4,0,5
ORD-00206,2025-03-19,CUS-0108,Consumer,South,Online,Technology,Keyboard,1,USD,65,0,65,0,65,28,28,11.96,37,25.04,38.52,6,4
ORD-00207,2025-03-19,CUS-0249,Small Business,East,Retail,Technology,Monitor,1,USD,249,5,249,12.45,236.55,155,155,0,81.55,81.55,34.47,0,5
ORD-00208,2025-03-19,CUS-0129,Corporate,East,Retail,Furniture,Desk,3,USD,350,0,1050,0,1050,210,630,0,420,420,40,0,5
ORD-00209,2025-03-20,CUS-0022,Corporate,East,Online,Office Supplies,Printer Ink,12,USD,49,5,588,29.4,558.6,24,288,18.65,270.6,251.95,45.1,5,4
ORD-00210,2025-03-20,CUS-0211,Corporate,East,Retail,Technology,Keyboard,16,USD,65,20,1040,208,832,28,448,0,384,384,46.15,0,5
ORD-00211,2025-03-20,CUS-0066,Consumer,West,Retail,Technology,Laptop,4,USD,899,0,3596,0,3596,610,2440,0,1156,1156,32.15,0,5
ORD-00212,2025-03-21,CUS-0135,Small Business,East,Direct Sales,Furniture,Office Chair,1,USD,195,10,195,19.5,175.5,105,105,8.65,70.5,61.85,35.24,1,4
ORD-00213,2025-03-21,CUS-0122,Consumer,North,Direct Sales,Technology,Laptop,4,USD,899,0,3596,0,3596,610,2440,15.57,1156,1140.43,31.71,6,4
ORD-00214,2025-03-21,CUS-0120,Small Business,West,Online,Accessories,Backpack,2,USD,59,20,118,23.6,94.4,25,50,8.96,44.4,35.44,37.54,9,3
ORD-00215,2025-03-21,CUS-0247,Small Business,East,Retail,Accessories,Desk Lamp,11,USD,39,15,429,64.35,364.65,16,176,0,188.65,188.65,51.73,0,5
ORD-00216,2025-03-21,CUS-0145,Consumer,East,Retail,Furniture,Office Chair,4,USD,195,10,780,78,702,105,420,0,282,282,40.17,0,5
ORD-00217,2025-03-21,CUS-0014,Small Business,South,Direct Sales,Technology,Monitor,6,USD,249,0,1494,0,1494,155,930,12.34,564,551.66,36.93,8,4
ORD-00218,2025-03-23,CUS-0016,Small Business,North,Retail,Accessories,Backpack,12,USD,59,10,708,70.8,637.2,25,300,0,337.2,337.2,52.92,0,5
ORD-00219,2025-03-23,CUS-0054,Small Business,West,Retail,Office Supplies,Paper Pack,5,USD,12,10,60,6,54,5,25,0,29,29,53.7,0,5
ORD-00220,2025-03-23,CUS-0222,Corporate,North,Direct Sales,Technology,Laptop,8,USD,899,0,7192,0,7192,610,4880,19.55,2312,2292.45,31.87,2,4
ORD-00221,2025-03-24,CUS-0052,Consumer,South,Retail,Accessories,Backpack,3,USD,59,15,177,26.55,150.45,25,75,0,75.45,75.45,50.15,0,5
ORD-00222,2025-03-24,CUS-0160,Small Business,East,Online,Technology,Monitor,6,USD,249,20,1494,298.8,1195.2,155,930,12.39,265.2,252.81,21.15,3,4
ORD-00223,2025-03-24,CUS-0018,Corporate,North,Retail,Technology,Keyboard,13,USD,65,10,845,84.5,760.5,28,364,0,396.5,396.5,52.14,0,5
ORD-00224,2025-03-24,CUS-0166,Consumer,North,Retail,Technology,Keyboard,5,USD,65,5,325,16.25,308.75,28,140,0,168.75,168.75,54.66,0,5
ORD-00225,2025-03-25,CUS-0030,Small Business,West,Direct Sales,Office Supplies,Notebook Set,9,USD,18,15,162,24.3,137.7,7,63,21.73,74.7,52.97,38.47,2,4
ORD-00226,2025-03-25,CUS-0158,Small Business,North,Direct Sales,Accessories,Desk Lamp,2,USD,39,15,78,11.7,66.3,16,32,10.56,34.3,23.74,35.81,5,4
ORD-00227,2025-03-25,CUS-0120,Small Business,West,Direct Sales,Technology,Monitor,11,USD,249,0,2739,0,2739,155,1705,23.45,1034,1010.55,36.89,4,4
ORD-00228,2025-03-25,CUS-0100,Small Business,West,Retail,Accessories,Desk Lamp,11,USD,39,0,429,0,429,16,176,0,253,253,58.97,0,5
ORD-00229,2025-03-26,CUS-0247,Small Business,East,Direct Sales,Furniture,Desk,4,USD,350,0,1400,0,1400,210,840,9.5,560,550.5,39.32,1,5
ORD-00230,2025-03-26,CUS-0178,Corporate,East,Direct Sales,Technology,Laptop,2,USD,899,0,1798,0,1798,610,1220,12.69,578,565.31,31.44,1,5
ORD-00231,2025-03-27,CUS-0112,Corporate,West,Online,Accessories,Backpack,3,USD,59,5,177,8.85,168.15,25,75,15.92,93.15,77.23,45.93,3,4
ORD-00232,2025-03-27,CUS-0107,Small Business,East,Retail,Technology,Keyboard,4,USD,65,10,260,26,234,28,112,0,122,122,52.14,0,4
ORD-00233,2025-03-28,CUS-0015,Corporate,South,Retail,Accessories,Desk Lamp,8,USD,39,20,312,62.4,249.6,16,128,0,121.6,121.6,48.72,0,4
ORD-00234,2025-03-29,CUS-0078,Small Business,South,Direct Sales,Accessories,Desk Lamp,7,USD,39,0,273,0,273,16,112,19.33,161,141.67,51.89,6,3
ORD-00235,2025-03-29,CUS-0220,Consumer,West,Direct Sales,Accessories,Backpack,5,USD,59,0,295,0,295,25,125,12.42,170,157.58,53.42,6,4
ORD-00236,2025-03-30,CUS-0014,Small Business,South,Retail,Technology,Keyboard,11,USD,65,20,715,143,572,28,308,0,264,264,46.15,0,5
ORD-00237,2025-03-30,CUS-0093,Corporate,East,Direct Sales,Office Supplies,Paper Pack,9,USD,12,5,108,5.4,102.6,5,45,22.61,57.6,34.99,34.1,9,3
ORD-00238,2025-03-30,CUS-0030,Small Business,West,Online,Office Supplies,Notebook Set,5,USD,18,10,90,9,81,7,35,13.56,46,32.44,40.05,4,4
ORD-00239,2025-03-31,CUS-0185,Consumer,South,Online,Furniture,Desk,2,USD,350,0,700,0,700,210,420,14.36,280,265.64,37.95,2,5
ORD-00240,2025-03-31,CUS-0208,Small Business,East,Online,Technology,Keyboard,7,USD,65,15,455,68.25,386.75,28,196,19.76,190.75,170.99,44.21,9,4
ORD-00241,2025-03-31,CUS-0050,Small Business,West,Retail,Technology,Laptop,8,USD,899,10,7192,719.2,6472.8,610,4880,0,1592.8,1592.8,24.61,0,4
ORD-00242,2025-03-31,CUS-0156,Corporate,North,Online,Accessories,Backpack,15,USD,59,15,885,132.75,752.25,25,375,25.17,377.25,352.08,46.8,2,4
ORD-00243,2025-04-01,CUS-0193,Corporate,West,Retail,Office Supplies,Printer Ink,10,USD,49,10,490,49,441,24,240,0,201,201,45.58,0,4
ORD-00244,2025-04-02,CUS-0221,Corporate,West,Retail,Technology,Keyboard,25,USD,65,5,1625,81.25,1543.75,28,700,0,843.75,843.75,54.66,0,4
ORD-00245,2025-04-02,CUS-0144,Consumer,North,Direct Sales,Furniture,Office Chair,3,USD,195,20,585,117,468,105,315,11.51,153,141.49,30.23,3,4
ORD-00246,2025-04-03,CUS-0015,Corporate,South,Direct Sales,Office Supplies,Paper Pack,8,USD,12,0,96,0,96,5,40,19.05,56,36.95,38.49,5,3
ORD-00247,2025-04-03,CUS-0013,Consumer,South,Retail,Furniture,Office Chair,5,USD,195,0,975,0,975,105,525,0,450,450,46.15,0,4
ORD-00248,2025-04-03,CUS-0203,Small Business,South,Direct Sales,Accessories,Desk Lamp,1,USD,39,0,39,0,39,16,16,9.78,23,13.22,33.9,7,3
ORD-00249,2025-04-04,CUS-0226,Corporate,West,Direct Sales,Technology,Monitor,24,USD,249,0,5976,0,5976,155,3720,39.28,2256,2216.72,37.09,1,4
ORD-00250,2025-04-04,CUS-0170,Corporate,East,Retail,Accessories,Desk Lamp,3,USD,39,15,117,17.55,99.45,16,48,0,51.45,51.45,51.73,0,5
ORD-00251,2025-04-04,CUS-0093,Corporate,East,Online,Office Supplies,Paper Pack,18,USD,12,5,216,10.8,205.2,5,90,28.94,115.2,86.26,42.04,5,4
ORD-00252,2025-04-05,CUS-0167,Corporate,North,Retail,Technology,Keyboard,23,USD,65,0,1495,0,1495,28,644,0,851,851,56.92,0,4
ORD-00253,2025-04-05,CUS-0201,Small Business,South,Retail,Furniture,Desk,4,USD,350,10,1400,140,1260,210,840,0,420,420,33.33,0,5
ORD-00254,2025-04-05,CUS-0131,Small Business,North,Retail,Office Supplies,Paper Pack,9,USD,12,5,108,5.4,102.6,5,45,0,57.6,57.6,56.14,0,4
ORD-00255,2025-04-05,CUS-0061,Small Business,South,Online,Technology,Laptop,11,USD,899,0,9889,0,9889,610,6710,25.49,3179,3153.51,31.89,6,3
ORD-00256,2025-04-05,CUS-0191,Small Business,North,Retail,Technology,Keyboard,4,USD,65,5,260,13,247,28,112,0,135,135,54.66,0,5
ORD-00257,2025-04-06,CUS-0149,Corporate,North,Direct Sales,Technology,Monitor,19,USD,249,20,4731,946.2,3784.8,155,2945,35.05,839.8,804.75,21.26,6,4
ORD-00258,2025-04-06,CUS-0107,Small Business,East,Direct Sales,Technology,Laptop,6,USD,899,0,5394,0,5394,610,3660,18.02,1734,1715.98,31.81,7,3
ORD-00259,2025-04-06,CUS-0062,Consumer,East,Online,Office Supplies,Notebook Set,5,USD,18,10,90,9,81,7,35,18.06,46,27.94,34.49,4,5
ORD-00260,2025-04-06,CUS-0217,Consumer,East,Online,Office Supplies,Notebook Set,2,USD,18,0,36,0,36,7,14,11.57,22,10.43,28.97,3,5
ORD-00261,2025-04-06,CUS-0019,Corporate,North,Direct Sales,Accessories,Desk Lamp,1,USD,39,0,39,0,39,16,16,10.07,23,12.93,33.15,5,5
ORD-00262,2025-04-07,CUS-0130,Corporate,West,Retail,Furniture,Desk,24,USD,350,0,8400,0,8400,210,5040,0,3360,3360,40,0,5
ORD-00263,2025-04-07,CUS-0187,Small Business,North,Direct Sales,Technology,Keyboard,8,USD,65,15,520,78,442,28,224,15.19,218,202.81,45.88,2,5
ORD-00264,2025-04-07,CUS-0149,Corporate,North,Retail,Accessories,Desk Lamp,9,USD,39,20,351,70.2,280.8,16,144,0,136.8,136.8,48.72,0,5
ORD-00265,2025-04-07,CUS-0140,Consumer,South,Retail,Furniture,Desk,4,USD,350,5,1400,70,1330,210,840,0,490,490,36.84,0,4
ORD-00266,2025-04-07,CUS-0040,Consumer,South,Direct Sales,Technology,Laptop,1,USD,899,5,899,44.95,854.05,610,610,7.69,244.05,236.36,27.68,6,5
ORD-00267,2025-04-08,CUS-0184,Corporate,East,Retail,Technology,Keyboard,9,USD,65,15,585,87.75,497.25,28,252,0,245.25,245.25,49.32,0,4
ORD-00268,2025-04-08,CUS-0137,Corporate,East,Retail,Office Supplies,Printer Ink,11,USD,49,15,539,80.85,458.15,24,264,0,194.15,194.15,42.38,0,5
ORD-00269,2025-04-09,CUS-0219,Corporate,North,Online,Technology,Laptop,11,USD,899,0,9889,0,9889,610,6710,20.59,3179,3158.41,31.94,6,3
ORD-00270,2025-04-10,CUS-0142,Consumer,North,Retail,Office Supplies,Printer Ink,1,USD,49,20,49,9.8,39.2,24,24,0,15.2,15.2,38.78,0,5
ORD-00271,2025-04-10,CUS-0025,Corporate,West,Retail,Technology,Monitor,2,USD,249,0,498,0,498,155,310,0,188,188,37.75,0,5
ORD-00272,2025-04-10,CUS-0071,Consumer,South,Online,Office Supplies,Notebook Set,5,USD,18,0,90,0,90,7,35,12.02,55,42.98,47.76,7,4
ORD-00273,2025-04-10,CUS-0042,Small Business,East,Retail,Technology,Laptop,6,USD,899,15,5394,809.1,4584.9,610,3660,0,924.9,924.9,20.17,0,5
ORD-00274,2025-04-10,CUS-0162,Small Business,South,Online,Furniture,Office Chair,2,USD,195,0,390,0,390,105,210,8.23,180,171.77,44.04,4,4
ORD-00275,2025-04-10,CUS-0237,Corporate,West,Online,Technology,Keyboard,11,USD,65,15,715,107.25,607.75,28,308,20.51,299.75,279.24,45.95,7,3
ORD-00276,2025-04-11,CUS-0001,Small Business,North,Online,Technology,Keyboard,5,USD,65,0,325,0,325,28,140,10.14,185,174.86,53.8,6,4
ORD-00277,2025-04-11,CUS-0045,Consumer,North,Online,Furniture,Office Chair,3,USD,195,10,585,58.5,526.5,105,315,16.16,211.5,195.34,37.1,8,4
ORD-00278,2025-04-11,CUS-0217,Consumer,East,Retail,Office Supplies,Printer Ink,1,USD,49,5,49,2.45,46.55,24,24,0,22.55,22.55,48.44,0,5
ORD-00279,2025-04-11,CUS-0171,Consumer,North,Retail,Technology,Laptop,3,USD,899,20,2697,539.4,2157.6,610,1830,0,327.6,327.6,15.18,0,4
ORD-00280,2025-04-12,CUS-0120,Small Business,West,Direct Sales,Furniture,Office Chair,8,USD,195,0,1560,0,1560,105,840,22.11,720,697.89,44.74,1,5
ORD-00281,2025-04-12,CUS-0098,Consumer,North,Direct Sales,Office Supplies,Notebook Set,1,USD,18,20,18,3.6,14.4,7,7,7.73,7.4,-0.33,-2.29,5,4
ORD-00282,2025-04-12,CUS-0150,Corporate,South,Direct Sales,Accessories,Backpack,7,USD,59,0,413,0,413,25,175,15.84,238,222.16,53.79,5,5
ORD-00283,2025-04-12,CUS-0121,Small Business,North,Direct Sales,Technology,Monitor,1,USD,249,15,249,37.35,211.65,155,155,10.26,56.65,46.39,21.92,1,5
ORD-00284,2025-04-12,CUS-0197,Small Business,North,Online,Office Supplies,Printer Ink,3,USD,49,0,147,0,147,24,72,16.47,75,58.53,39.82,9,3
ORD-00285,2025-04-12,CUS-0053,Consumer,West,Online,Accessories,Desk Lamp,1,USD,39,20,39,7.8,31.2,16,16,11.67,15.2,3.53,11.31,6,4
ORD-00286,2025-04-13,CUS-0126,Corporate,East,Direct Sales,Technology,Monitor,17,USD,249,0,4233,0,4233,155,2635,25.88,1598,1572.12,37.14,8,3
ORD-00287,2025-04-13,CUS-0196,Consumer,West,Online,Accessories,Backpack,4,USD,59,0,236,0,236,25,100,10.97,136,125.03,52.98,5,4
ORD-00288,2025-04-13,CUS-0199,Corporate,West,Direct Sales,Office Supplies,Notebook Set,15,USD,18,10,270,27,243,7,105,22.97,138,115.03,47.34,1,4
ORD-00289,2025-04-13,CUS-0144,Consumer,North,Online,Accessories,Backpack,4,USD,59,0,236,0,236,25,100,9.03,136,126.97,53.8,3,4
ORD-00290,2025-04-13,CUS-0018,Corporate,North,Online,Technology,Monitor,17,USD,249,10,4233,423.3,3809.7,155,2635,28.16,1174.7,1146.54,30.1,9,3
ORD-00291,2025-04-14,CUS-0090,Small Business,West,Retail,Furniture,Desk,8,USD,350,15,2800,420,2380,210,1680,0,700,700,29.41,0,4
ORD-00292,2025-04-14,CUS-0005,Consumer,East,Direct Sales,Office Supplies,Paper Pack,3,USD,12,10,36,3.6,32.4,5,15,12.41,17.4,4.99,15.4,5,4
ORD-00293,2025-04-14,CUS-0011,Consumer,South,Retail,Technology,Monitor,3,USD,249,10,747,74.7,672.3,155,465,0,207.3,207.3,30.83,0,5
ORD-00294,2025-04-15,CUS-0004,Corporate,North,Online,Furniture,Office Chair,11,USD,195,0,2145,0,2145,105,1155,25.05,990,964.95,44.99,4,5
ORD-00295,2025-04-15,CUS-0041,Small Business,East,Direct Sales,Office Supplies,Paper Pack,5,USD,12,5,60,3,57,5,25,11.83,32,20.17,35.39,6,4
ORD-00296,2025-04-15,CUS-0202,Small Business,East,Retail,Office Supplies,Printer Ink,11,USD,49,0,539,0,539,24,264,0,275,275,51.02,0,4
ORD-00297,2025-04-15,CUS-0113,Consumer,East,Retail,Office Supplies,Paper Pack,2,USD,12,10,24,2.4,21.6,5,10,0,11.6,11.6,53.7,0,5
ORD-00298,2025-04-16,CUS-0111,Corporate,North,Retail,Technology,Laptop,15,USD,899,0,13485,0,13485,610,9150,0,4335,4335,32.15,0,5
ORD-00299,2025-04-16,CUS-0195,Corporate,South,Retail,Furniture,Office Chair,7,USD,195,20,1365,273,1092,105,735,0,357,357,32.69,0,5
ORD-00300,2025-04-17,CUS-0159,Corporate,East,Retail,Technology,Keyboard,25,USD,65,15,1625,243.75,1381.25,28,700,0,681.25,681.25,49.32,0,5
ORD-00301,2025-04-17,CUS-0109,Consumer,South,Direct Sales,Office Supplies,Notebook Set,1,USD,18,0,18,0,18,7,7,9.07,11,1.93,10.72,3,4
ORD-00302,2025-04-17,CUS-0080,Consumer,West,Retail,Office Supplies,Printer Ink,4,USD,49,10,196,19.6,176.4,24,96,0,80.4,80.4,45.58,0,5
ORD-00303,2025-04-17,CUS-0074,Corporate,North,Retail,Furniture,Desk,12,USD,350,20,4200,840,3360,210,2520,0,840,840,25,0,5
ORD-00304,2025-04-17,CUS-0065,Consumer,East,Retail,Furniture,Office Chair,3,USD,195,0,585,0,585,105,315,0,270,270,46.15,0,5
ORD-00305,2025-04-18,CUS-0183,Consumer,West,Retail,Accessories,Backpack,4,USD,59,5,236,11.8,224.2,25,100,0,124.2,124.2,55.4,0,4
ORD-00306,2025-04-18,CUS-0071,Consumer,South,Direct Sales,Accessories,Backpack,5,USD,59,20,295,59,236,25,125,17.08,111,93.92,39.8,7,4
ORD-00307,2025-04-18,CUS-0174,Corporate,East,Retail,Office Supplies,Notebook Set,3,USD,18,0,54,0,54,7,21,0,33,33,61.11,0,4
ORD-00308,2025-04-18,CUS-0130,Corporate,West,Direct Sales,Accessories,Backpack,20,USD,59,15,1180,177,1003,25,500,30.63,503,472.37,47.1,1,5
ORD-00309,2025-04-19,CUS-0159,Corporate,East,Retail,Furniture,Office Chair,23,USD,195,5,4485,224.25,4260.75,105,2415,0,1845.75,1845.75,43.32,0,5
ORD-00310,2025-04-19,CUS-0237,Corporate,West,Online,Accessories,Desk Lamp,1,USD,39,15,39,5.85,33.15,16,16,7.59,17.15,9.56,28.84,5,3
ORD-00311,2025-04-21,CUS-0231,Corporate,South,Direct Sales,Accessories,Backpack,22,USD,59,0,1298,0,1298,25,550,38.3,748,709.7,54.68,9,4
ORD-00312,2025-04-21,CUS-0131,Small Business,North,Direct Sales,Office Supplies,Paper Pack,2,USD,12,10,24,2.4,21.6,5,10,9.04,11.6,2.56,11.85,3,4
ORD-00313,2025-04-22,CUS-0240,Corporate,North,Online,Technology,Monitor,10,USD,249,15,2490,373.5,2116.5,155,1550,18.5,566.5,548,25.89,2,5
ORD-00314,2025-04-22,CUS-0030,Small Business,West,Retail,Technology,Laptop,12,USD,899,0,10788,0,10788,610,7320,0,3468,3468,32.15,0,5
ORD-00315,2025-04-22,CUS-0214,Consumer,East,Direct Sales,Technology,Monitor,4,USD,249,0,996,0,996,155,620,17.54,376,358.46,35.99,8,4
ORD-00316,2025-04-22,CUS-0141,Corporate,North,Direct Sales,Office Supplies,Notebook Set,9,USD,18,15,162,24.3,137.7,7,63,19.63,74.7,55.07,39.99,9,4
ORD-00317,2025-04-22,CUS-0159,Corporate,East,Direct Sales,Office Supplies,Notebook Set,25,USD,18,20,450,90,360,7,175,34.57,185,150.43,41.79,9,4
ORD-00318,2025-04-22,CUS-0090,Small Business,West,Direct Sales,Accessories,Desk Lamp,5,USD,39,0,195,0,195,16,80,10.29,115,104.71,53.7,2,4
ORD-00319,2025-04-23,CUS-0077,Consumer,South,Direct Sales,Office Supplies,Notebook Set,3,USD,18,0,54,0,54,7,21,10.56,33,22.44,41.56,7,4
ORD-00320,2025-04-23,CUS-0226,Corporate,West,Retail,Technology,Keyboard,21,USD,65,15,1365,204.75,1160.25,28,588,0,572.25,572.25,49.32,0,5
ORD-00321,2025-04-24,CUS-0038,Small Business,North,Online,Furniture,Office Chair,1,USD,195,0,195,0,195,105,105,11.76,90,78.24,40.12,9,3
ORD-00322,2025-04-24,CUS-0067,Consumer,West,Retail,Accessories,Backpack,1,USD,59,10,59,5.9,53.1,25,25,0,28.1,28.1,52.92,0,5
ORD-00323,2025-04-24,CUS-0190,Consumer,West,Retail,Accessories,Backpack,1,USD,59,10,59,5.9,53.1,25,25,0,28.1,28.1,52.92,0,5
ORD-00324,2025-04-25,CUS-0195,Corporate,South,Retail,Furniture,Office Chair,22,USD,195,10,4290,429,3861,105,2310,0,1551,1551,40.17,0,5
ORD-00325,2025-04-26,CUS-0119,Small Business,South,Online,Office Supplies,Notebook Set,5,USD,18,10,90,9,81,7,35,13.01,46,32.99,40.73,3,5
ORD-00326,2025-04-26,CUS-0149,Corporate,North,Retail,Office Supplies,Printer Ink,19,USD,49,0,931,0,931,24,456,0,475,475,51.02,0,5
ORD-00327,2025-04-27,CUS-0249,Small Business,East,Direct Sales,Office Supplies,Printer Ink,3,USD,49,20,147,29.4,117.6,24,72,10.21,45.6,35.39,30.09,8,4
ORD-00328,2025-04-27,CUS-0193,Corporate,West,Direct Sales,Technology,Monitor,14,USD,249,15,3486,522.9,2963.1,155,2170,27.96,793.1,765.14,25.82,8,3
ORD-00329,2025-04-27,CUS-0115,Corporate,North,Online,Office Supplies,Paper Pack,6,USD,12,5,72,3.6,68.4,5,30,15.73,38.4,22.67,33.14,2,5
